Equipment,Operation,WO Type,Model Base,Problem Code,Failure Code,Cause Code,Action Code,Date,downtimeGross,pitHours,realDowntime,partsCost,repairHours,waitingHours
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,04/22/2024,0.75,0,0.75,$338.03,0.75,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,04/25/2024,0.50,0,0.50,$0.00,0.50,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,06/05/2024,2.00,1.5,0.50,$55.00,2.00,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC008,SEWA100,02/22/2024,0.33,0,0.33,$17.50,0.25,0.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC010,SEWA015,04/16/2024,0.33,0,0.33,$0.00,0.33,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC012,SEWA011,06/06/2024,1.92,0,1.92,$0.00,1.08,0.83
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA003,02/09/2024,1.50,1,0.50,$20.00,0.67,0.83
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA003,05/27/2024,0.50,0,0.50,$0.00,0.50,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,03/11/2024,1.75,0.25,1.50,$216.11,1.50,0.25
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,04/06/2024,0.75,0.67,0.08,$25.76,0.75,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC017,SEWA013,05/06/2024,0.33,0,0.33,$0.00,0.25,0.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC017,SEWA013,05/29/2024,1.67,0,1.67,$0.00,1.67,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC018,SEWA015,05/22/2024,1.67,0.67,1.00,$0.00,1.67,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA082,03/13/2024,5.33,0,5.33,$0.00,5.33,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA082,06/07/2024,4.42,0,4.42,$0.00,0.33,4.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,01/05/2024,0.33,0.25,0.08,$0.00,0.25,0.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,04/02/2024,4.00,0,4.00,$0.00,1.00,3.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,04/15/2024,0.25,0,0.25,$0.00,0.25,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,04/16/2024,0.33,0,0.33,$0.00,0.33,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,04/16/2024,0.25,0,0.25,$0.00,0.17,0.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,04/25/2024,0.75,0,0.75,$0.00,0.75,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,05/13/2024,0.83,0,0.83,$0.00,0.33,0.50
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,05/16/2024,1.00,0,1.00,$0.00,0.50,0.50
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,05/22/2024,0.25,0,0.25,$0.00,0.25,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,05/23/2024,0.67,0,0.67,$0.00,0.50,0.17
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,05/30/2024,0.25,0,0.25,$0.00,0.25,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC088,SEWA087,04/05/2024,0.50,0,0.50,$0.00,0.50,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC134,SEWA122,05/09/2024,1.75,0.75,1.00,$0.00,1.00,0.75
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC135,SEWA123,04/03/2024,0.50,0,0.50,$0.00,0.42,0.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC135,SEWA123,04/17/2024,1.83,0,1.83,$0.00,0.67,1.17
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC136,SEWA124,04/19/2024,1.75,0,1.75,$0.00,1.00,0.75
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC137,SEWA125,05/15/2024,1.00,0.83,0.17,$0.00,0.17,0.83
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC138,SEWA126,05/16/2024,1.00,0,1.00,$0.00,0.50,0.50
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF012,SEWC139,SEWA127,05/30/2024,4.17,1.75,2.42,$97.22,3.42,0.75
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC166,SEWA155,04/18/2024,0.58,0.42,0.16,$0.00,0.42,0.17
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC171,SEWA160,05/23/2024,0.17,0,0.17,$0.00,0.17,0.00
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC171,SEWA160,06/10/2024,0.33,0,0.33,$0.00,0.25,0.08
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF021,SEWC192,SEWA184,04/19/2024,1.67,0,1.67,$0.00,1.50,0.17
1159785,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF022,SEWC026,SEWA024,05/09/2024,1.50,0,1.50,$0.00,0.50,1.00
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP001,SEWF001,SEWC001,SEWA001,02/20/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP001,SEWF001,SEWC001,SEWA001,03/15/2024,1.67,1.58,0.09,$0.00,1.50,0.17
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP001,SEWF005,SEWC060,SEWA058,04/16/2024,2.92,2.92,0.00,$0.00,1.75,1.17
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP001,SEWF007,SEWC077,SEWA075,04/15/2024,0.42,0.33,0.09,$0.00,0.08,0.33
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,01/16/2024,0.75,0.66,0.09,$672.14,0.67,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,01/22/2024,0.50,0.42,0.08,$72.05,0.50,0.00
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,02/22/2024,0.17,0.08,0.09,$0.00,0.08,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,05/07/2024,0.83,0.75,0.08,$0.00,0.75,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC012,SEWA013,06/07/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA013,01/30/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC018,SEWA015,01/29/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC026,SEWA024,06/05/2024,2.17,2.17,0.00,$0.00,2.00,0.17
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC026,SEWA027,02/19/2024,1.50,1.42,0.08,$0.00,1.50,0.00
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF002,SEWC253,SEWA245,04/04/2024,0.50,0.42,0.08,$20.94,0.42,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC080,SEWA082,03/14/2024,5.42,2.83,2.59,$0.00,5.25,0.17
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA080,04/08/2024,0.17,0.08,0.09,$83.33,0.08,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,01/11/2024,0.75,0.67,0.08,$0.00,0.67,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,01/25/2024,0.42,0.33,0.09,$25.00,0.33,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,02/01/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,03/19/2024,0.83,0.75,0.08,$0.00,0.75,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA003,01/16/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA003,02/19/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,01/16/2024,1.08,1,0.08,$0.00,0.83,0.25
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,04/11/2024,1.17,1.08,0.09,$0.00,1.08,0.08
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC088,SEWA087,05/17/2024,1.08,1,0.08,$115.31,0.92,0.17
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC118,SEWA106,03/22/2024,2.17,2,0.17,$0.00,0.50,1.67
1159786,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC166,SEWA155,01/10/2024,0.33,0,0.33,$0.00,0.33,0.00
1159787,HEM SLEEVE,Breakdown,VC1700,SEWP001,SEWF001,SEWC001,SEWA001,01/22/2024,0.25,0.17,0.08,$0.00,0.17,0.08
1159787,HEM SLEEVE,Breakdown,VC1700,SEWP002,SEWF025,SEWC206,SEWA198,05/15/2024,0.42,0.42,0.00,$0.00,0.42,0.00
1159787,HEM SLEEVE,Calibration,VC1700,SEWP002,SEWF019,SEWC166,SEWA155,04/10/2024,1.17,1.08,0.09,$50.00,1.00,0.17
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,04/11/2024,0.58,0.33,0.25,$0.00,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,04/18/2024,0.42,0.33,0.09,$25.00,0.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,05/02/2024,0.08,0,0.08,$0.00,0.08,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC009,SEWA002,05/28/2024,0.42,0.17,0.25,$142.98,0.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC012,SEWA015,02/16/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,04/08/2024,0.67,0.58,0.09,$0.00,0.58,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,04/12/2024,7.67,7.58,0.09,$82.00,6.83,0.83
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,04/22/2024,2.17,2.08,0.09,$0.00,1.00,1.17
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,04/29/2024,0.35,0.33,0.02,$0.00,0.33,0.02
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC018,SEWA015,01/29/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC253,SEWA245,02/19/2024,0.67,0.58,0.09,$8.42,0.58,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC253,SEWA245,04/18/2024,0.17,0.17,0.00,$0.00,0.08,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC253,SEWA245,05/16/2024,0.50,0.42,0.08,$0.00,0.42,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF006,SEWC083,SEWA082,02/15/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC081,SEWA079,03/15/2024,0.42,0.33,0.09,$4.25,0.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA080,02/21/2024,0.17,0.08,0.09,$0.00,0.08,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA080,02/26/2024,0.25,0.17,0.08,$4.55,0.17,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA080,03/02/2024,1.42,1.33,0.09,$105.84,1.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,01/08/2024,0.58,0.5,0.08,$78.96,0.33,0.25
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,01/18/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,01/30/2024,2.00,1.92,0.08,$0.00,1.50,0.50
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,02/14/2024,4.17,4.08,0.09,$0.00,4.17,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,02/22/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC082,SEWA083,03/11/2024,1.92,1.83,0.09,$52.50,1.83,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,01/31/2024,0.75,0.67,0.08,$70.00,0.75,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,02/16/2024,1.67,1.58,0.09,$0.00,1.50,0.17
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,03/06/2024,0.83,0.75,0.08,$125.00,0.75,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC083,SEWA082,05/06/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC012,SEWA013,01/12/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC012,SEWA013,03/20/2024,2.08,2,0.08,$20.00,2.00,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC012,SEWA013,05/03/2024,0.25,0.17,0.08,$0.00,0.17,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC012,SEWA013,05/08/2024,3.00,2.83,0.17,$188.08,1.50,1.50
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,01/29/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,01/30/2024,2.33,2.25,0.08,$0.00,1.00,1.33
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,02/08/2024,0.25,0.17,0.08,$0.00,0.25,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,02/12/2024,1.17,1.08,0.09,$125.00,1.00,0.17
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,02/13/2024,2.25,2.17,0.08,$21.70,2.25,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,04/08/2024,1.25,1.17,0.08,$0.00,0.75,0.50
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC018,SEWA012,02/22/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC088,SEWA087,01/16/2024,8.33,8.25,0.08,$0.00,2.42,5.92
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC088,SEWA087,01/17/2024,8.17,8.08,0.09,$0.00,8.00,0.17
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC135,SEWA122,02/02/2024,0.83,0.75,0.08,$0.00,0.83,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC137,SEWA138,06/03/2024,3.00,3,0.00,$0.00,3.00,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF012,SEWC134,SEWA127,01/23/2024,0.25,0.17,0.08,$97.22,0.25,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF012,SEWC139,SEWA127,01/31/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC166,SEWA155,03/18/2024,0.58,0.5,0.08,$101.47,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF022,SEWC195,SEWA184,04/01/2024,1.08,1,0.08,$0.00,1.00,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF025,SEWC207,SEWA199,02/26/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF025,SEWC211,SEWA203,02/20/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP005,SEWF008,SEWC082,SEWA083,01/15/2024,2.92,2.83,0.09,$0.00,2.92,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP006,SEWF001,SEWC098,SEWA100,02/07/2024,0.42,0.35,0.07,$13.24,0.33,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP009,SEWF008,SEWC082,SEWA080,05/16/2024,1.08,1,0.08,$0.00,1.00,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP009,SEWF009,SEWC118,SEWA106,04/30/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP009,SEWF009,SEWC166,SEWA155,05/07/2024,0.67,0.58,0.09,$50.00,0.67,0.00
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP009,SEWF019,SEWC166,SEWA155,05/02/2024,0.67,0.5,0.17,$50.00,0.50,0.17
1159787,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP011,SEWF001,SEWC253,SEWA245,05/15/2024,0.50,0.33,0.17,$29.25,0.33,0.17
1159788,HEM SLEEVE,Breakdown,VC1700,SEWP001,SEWF002,SEWC040,SEWA039,02/23/2024,0.50,0,0.50,$48.61,0.50,0.00
1159788,HEM SLEEVE,Breakdown,VC1700,SEWP002,SEWF001,SEWC023,SEWA020,02/27/2024,0.33,0,0.33,$48.61,0.33,0.00
1159788,HEM SLEEVE,Breakdown,VC1700,SEWP002,SEWF001,SEWC023,SEWA020,05/15/2024,0.83,0.58,0.25,$16.60,0.83,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,,,,,01/18/2024,2.08,0,2.08,$0.00,2.08,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP001,SEWF001,SEWC001,SEWA001,01/23/2024,5.00,0,5.00,$0.00,5.00,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP001,SEWF001,SEWC001,SEWA001,05/31/2024,0.08,0,0.08,$3.90,0.08,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,01/31/2024,1.17,0,1.17,$0.00,1.00,0.17
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC001,SEWA001,05/23/2024,2.58,0,2.58,$0.00,0.50,2.08
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC012,SEWA011,02/07/2024,3.67,3.33,0.34,$0.00,0.83,2.83
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,02/27/2024,0.83,0,0.83,$0.00,0.83,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,03/06/2024,0.75,0.42,0.33,$0.00,0.33,0.42
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC013,SEWA012,06/10/2024,0.17,0,0.17,$0.00,0.17,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC017,SEWA013,05/09/2024,1.67,0,1.67,$0.00,0.83,0.83
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF001,SEWC026,SEWA024,03/06/2024,1.17,0,1.17,$0.00,1.17,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF006,SEWC070,SEWA080,02/19/2024,0.50,0.33,0.17,$0.00,0.50,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF008,SEWC213,SEWA205,04/19/2024,1.00,0,1.00,$647.89,0.58,0.42
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC013,SEWA012,02/13/2024,1.17,0.83,0.34,$50.00,1.00,0.17
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC018,SEWA015,02/09/2024,5.75,5.5,0.25,$0.00,1.00,4.75
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC018,SEWA015,02/14/2024,0.92,0.67,0.25,$0.00,0.50,0.42
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC018,SEWA015,02/26/2024,1.17,0,1.17,$0.00,1.17,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC018,SEWA015,05/14/2024,0.67,0,0.67,$0.00,0.67,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA082,01/15/2024,2.92,0,2.92,$45.55,2.00,0.92
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA082,03/07/2024,0.42,0,0.42,$20.94,0.42,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC084,SEWA083,01/19/2024,0.50,0,0.50,$0.00,0.50,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC100,SEWA095,02/21/2024,0.50,0,0.50,$0.00,0.33,0.17
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC112,SEWA032,02/20/2024,1.00,0.67,0.33,$70.55,0.50,0.50
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF009,SEWC112,SEWA032,02/20/2024,0.92,0.58,0.34,$0.00,0.25,0.67
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC136,SEWA124,02/29/2024,1.33,0,1.33,$0.00,0.50,0.83
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC136,SEWA124,05/03/2024,0.75,0,0.75,$0.00,0.42,0.33
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC137,SEWA125,03/08/2024,0.67,0.58,0.09,$0.00,0.50,0.17
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF011,SEWC137,SEWA125,05/29/2024,0.50,0,0.50,$0.00,0.42,0.08
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF012,SEWC139,SEWA127,01/29/2024,0.25,0,0.25,$97.22,0.25,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF012,SEWC139,SEWA127,03/01/2024,0.67,0,0.67,$48.61,0.67,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF012,SEWC139,SEWA127,04/23/2024,0.83,0,0.83,$0.00,0.67,0.17
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC165,SEWA154,01/22/2024,3.50,0,3.50,$100.00,1.50,2.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC166,SEWA155,02/05/2024,1.17,0,1.17,$97.22,1.00,0.17
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF019,SEWC166,SEWA155,02/12/2024,0.50,0.25,0.25,$0.00,0.50,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF021,SEWC189,SEWA181,02/22/2024,0.58,0.58,0.00,$82.00,0.58,0.00
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF021,SEWC190,SEWA182,04/23/2024,0.58,0,0.58,$0.00,0.50,0.08
1159788,HEM SLEEVE,Corrective Maintenance,VC1700,SEWP002,SEWF021,SEWC191,SEWA183,05/03/2024,0.50,0.42,0.08,$0.00,0.42,0.08
